study,domain,sub_domain,source,table_label,table_name,table_name_nda,var_name_nda,type,metric,atlas,var_name,var_label,notes,condition,id
Core,Imaging,Task fMRI,Youth,Task fMRI - N-Back - 2-back vs. 0-back (Desikan) [Youth],mri_y_tfmr_nback_2bv0b_dsk,nback_bwroi02,tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_rostralmiddlefrontal.rh,Float,Emotional N-Back,Desikan,tfmri_nback_all_602,Beta weight for nBack all 2 back versus 0 back contrast in APARC ROI rh-rostralmiddlefrontal,,,59970
Core,Imaging,Task fMRI,Youth,Task fMRI - N-Back - 2-back vs. 0-back (Desikan) [Youth],mri_y_tfmr_nback_2bv0b_dsk,nback_bwroi02,tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_superiorfrontal.lh,Float,Emotional N-Back,Desikan,tfmri_nback_all_569,Beta weight for nBack all 2 back versus 0 back contrast in APARC ROI lh-superiorfrontal,,,59971
Core,Imaging,Task fMRI,Youth,Task fMRI - N-Back - 2-back vs. 0-back (Desikan) [Youth],mri_y_tfmr_nback_2bv0b_dsk,nback_bwroi02,tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_superiorfrontal.rh,Float,Emotional N-Back,Desikan,tfmri_nback_all_603,Beta weight for nBack all 2 back versus 0 back contrast in APARC ROI rh-superiorfrontal,,,59972
Core,Imaging,Task fMRI,Youth,Task fMRI - N-Back - 2-back vs. 0-back (Desikan) [Youth],mri_y_tfmr_nback_2bv0b_dsk,nback_bwroi02,tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_superiorparietal.lh,Float,Emotional N-Back,Desikan,tfmri_nback_all_570,Beta weight for nBack all 2 back versus 0 back contrast in APARC ROI lh-superiorparietal,,,59973
Core,Imaging,Task fMRI,Youth,Task fMRI - N-Back - 2-back vs. 0-back (Desikan) [Youth],mri_y_tfmr_nback_2bv0b_dsk,nback_bwroi02,tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_superiorparietal.rh,Float,Emotional N-Back,Desikan,tfmri_nback_all_604,Beta weight for nBack all 2 back versus 0 back contrast in APARC ROI rh-superiorparietal,,,59974
Core,Imaging,Task fMRI,Youth,Task fMRI - N-Back - 2-back vs. 0-back (Desikan) [Youth],mri_y_tfmr_nback_2bv0b_dsk,nback_bwroi02,tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_superiortemporal.lh,Float,Emotional N-Back,Desikan,tfmri_nback_all_571,Beta weight for nBack all 2 back versus 0 back contrast in APARC ROI lh-superiortemporal,,,59975
Core,Imaging,Task fMRI,Youth,Task fMRI - N-Back - 2-back vs. 0-back (Desikan) [Youth],mri_y_tfmr_nback_2bv0b_dsk,nback_bwroi02,tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_superiortemporal.rh,Float,Emotional N-Back,Desikan,tfmri_nback_all_605,Beta weight for nBack all 2 back versus 0 back contrast in APARC ROI rh-superiortemporal,,,59976
Core,Imaging,Task fMRI,Youth,Task fMRI - N-Back - 2-back vs. 0-back (Desikan) [Youth],mri_y_tfmr_nback_2bv0b_dsk,nback_bwroi02,tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_supramarginal.lh,Float,Emotional N-Back,Desikan,tfmri_nback_all_572,Beta weight for nBack all 2 back versus 0 back contrast in APARC ROI lh-supramarginal,,,59977
Core,Imaging,Task fMRI,Youth,Task fMRI - N-Back - 2-back vs. 0-back (Desikan) [Youth],mri_y_tfmr_nback_2bv0b_dsk,nback_bwroi02,tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_supramarginal.rh,Float,Emotional N-Back,Desikan,tfmri_nback_all_606,Beta weight for nBack all 2 back versus 0 back contrast in APARC ROI rh-supramarginal,,,59978
Core,Imaging,Task fMRI,Youth,Task fMRI - N-Back - 2-back vs. 0-back (Desikan) [Youth],mri_y_tfmr_nback_2bv0b_dsk,nback_bwroi02,tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_temporalpole.lh,Float,Emotional N-Back,Desikan,tfmri_nback_all_574,Beta weight for nBack all 2 back versus 0 back contrast in APARC ROI lh-temporalpole,,,59979
Core,Imaging,Task fMRI,Youth,Task fMRI - N-Back - 2-back vs. 0-back (Desikan) [Youth],mri_y_tfmr_nback_2bv0b_dsk,nback_bwroi02,tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_temporalpole.rh,Float,Emotional N-Back,Desikan,tfmri_nback_all_608,Beta weight for nBack all 2 back versus 0 back contrast in APARC ROI rh-temporalpole,,,59980
Core,Imaging,Task fMRI,Youth,Task fMRI - N-Back - 2-back vs. 0-back (Desikan) [Youth],mri_y_tfmr_nback_2bv0b_dsk,nback_bwroi02,tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_transversetemporal.lh,Float,Emotional N-Back,Desikan,tfmri_nback_all_575,Beta weight for nBack all 2 back versus 0 back contrast in APARC ROI lh-transversetemporal,,,59981
Core,Imaging,Task fMRI,Youth,Task fMRI - N-Back - 2-back vs. 0-back (Desikan) [Youth],mri_y_tfmr_nback_2bv0b_dsk,nback_bwroi02,tfmri_nback_all_2.back.vs.0.back_beta_cort.desikan_transversetemporal.rh,Float,Emotional N-Back,Desikan,tfmri_nback_all_609,Beta weight for nBack all 2 back versus 0 back contrast in APARC ROI rh-transversetemporal,,,59982
