ROI_Label,t,p,p_fdr,Cohens_d
RH_Default_Temp_4,-1.719218326,0.086036763,0.148429835,-0.132640574
RH_Default_Temp_5,1.248379458,0.212332643,0.30565081,0.096314566
RH_Default_Temp_6,-1.393808273,0.163837648,0.247674303,-0.107534643
RH_Default_Temp_7,-4.859279811,1.52E-06,1.27E-05,-0.374901577
RH_Default_Temp_8,-1.703399624,0.088963627,0.151945367,-0.131420134
RH_Default_PFCv_1,-2.636225581,0.008578053,0.020050852,-0.203389219
RH_Default_PFCv_2,-4.53800856,6.73E-06,4.61E-05,-0.350114961
RH_Default_PFCv_3,-4.845389808,1.59E-06,1.28E-05,-0.37382994
RH_Default_PFCv_4,0.161643171,0.871635854,0.90778665,0.012471041
RH_Default_PFCm_1,-2.024426215,0.043322922,0.08297441,-0.156187873
RH_Default_PFCm_2,0.145719653,0.884186535,0.916633748,0.011242515
RH_Default_PFCm_3,-0.184287593,0.853843616,0.895446206,-0.014218096
RH_Default_PFCm_4,0.673374516,0.500941288,0.618648804,0.051951972
RH_Default_PFCm_5,0.004557875,0.996364716,0.996364716,0.000351648
RH_Default_PFCm_6,3.843046308,0.000133098,0.000572954,0.29649746
RH_Default_PFCm_7,-0.371723302,0.71021645,0.787140179,-0.028679075
RH_Default_PFCm_8,-2.837854163,0.004680381,0.011818615,-0.218945202
RH_Default_PFCm_9,1.434759626,0.151825906,0.234669796,0.110694108
RH_Default_PFCm_10,-0.367439529,0.713407377,0.787140179,-0.028348575
RH_Default_PFCm_11,1.213575497,0.22535285,0.318476284,0.093629382
RH_Default_PFCm_12,-2.656784994,0.008077078,0.019331161,-0.204975412
RH_Default_PFCm_13,-0.747519082,0.455015168,0.574488425,-0.057672349
RH_Default_PCC_1,-3.601107776,0.000340286,0.001260732,-0.277831497
RH_Default_PCC_2,4.237884828,2.57E-05,0.000140161,0.326959913
RH_Default_PCC_3,0.881284867,0.378480088,0.495863768,0.067992604
RH_Default_PCC_4,1.606187861,0.108712812,0.175493539,0.123920084
RH_Default_PCC_5,1.145325514,0.252491648,0.351157615,0.088363782
RH_Default_PCC_6,1.660106109,0.097361879,0.160611567,0.128079967
RH_Default_PCC_7,0.446519474,0.655368882,0.74616306,0.034449725
RH_Default_PCC_8,2.276747016,0.023129979,0.047957572,0.175654846
RH_Default_PCC_9,2.502655924,0.012565283,0.027840726,0.193084096
CIT168Subcortical_Pu_rh,-4.577042952,5.75E-06,4.06E-05,-0.35312653
CIT168Subcortical_Ca_rh,5.393786631,9.58E-08,1.27E-06,0.416139673
CIT168Subcortical_NAC_rh,-4.426796281,1.12E-05,6.83E-05,-0.341534748
CIT168Subcortical_EXA_rh,-3.317418496,0.000968019,0.003038504,-0.255944394
CIT168Subcortical_GPe_rh,6.503712687,1.54E-10,6.31E-09,0.501772327
CIT168Subcortical_GPi_rh,8.558040506,7.90E-17,3.57E-14,0.66026716
CIT168Subcortical_SNc_CIT168Subcortical_PBP_CIT168Subcortical_VTA_rh,-0.877990907,0.380263456,0.496760352,-0.067738469
CIT168Subcortical_RN_rh,3.449982594,0.000596778,0.001968932,0.266171936
CIT168Subcortical_SNr_rh,-0.440132293,0.660000632,0.749548456,-0.033956944
CIT168Subcortical_VeP_rh,-2.297990803,0.021870111,0.045831229,-0.17729384
CIT168Subcortical_HN_rh,0.366651152,0.713998835,0.787140179,0.02828775
CIT168Subcortical_HTH_rh,8.282004821,6.96E-16,1.57E-13,0.638970544
CIT168Subcortical_MN_rh,5.513491942,5.62E-08,8.20E-07,0.425375138
CIT168Subcortical_STH_rh,2.693189499,0.007264755,0.017654137,0.207784081
CIT168Subcortical_Pu_lh,-2.649211201,0.008258328,0.019646128,-0.204391082
CIT168Subcortical_Ca_lh,6.902998212,1.19E-11,7.67E-10,0.532577874
CIT168Subcortical_NAC_lh,-4.882412815,1.34E-06,1.16E-05,-0.376686327
CIT168Subcortical_EXA_lh,-2.122419802,0.034250974,0.06731061,-0.163748243
CIT168Subcortical_GPe_lh,5.175455285,3.01E-07,3.26E-06,0.399295044
CIT168Subcortical_GPi_lh,4.463275994,9.56E-06,6.09E-05,0.344349219
CIT168Subcortical_SNc_CIT168Subcortical_PBP_CIT168Subcortical_VTA_lh,0.135246823,0.892457507,0.92116256,0.010434519
CIT168Subcortical_RN_lh,3.049185353,0.002386901,0.006538663,0.235249757
CIT168Subcortical_SNr_lh,0.22083803,0.825293887,0.871572049,0.017038024
CIT168Subcortical_VeP_lh,-2.097094553,0.036361531,0.070659581,-0.161794357
CIT168Subcortical_HN_lh,-0.786697296,0.431751147,0.553850832,-0.060695014
CIT168Subcortical_HTH_lh,5.119779356,4.04E-07,3.97E-06,0.394999553
CIT168Subcortical_MN_lh,3.5847032,0.000366411,0.001304076,0.276565856
CIT168Subcortical_STH_lh,2.991391537,0.002879927,0.007657218,0.230790868
Thalamus_LH_Pulvinar,-0.048970607,0.960957414,0.965384833,-0.003778164
Thalamus_LH_Anterior,4.822743541,1.76E-06,1.38E-05,0.372082742
Thalamus_LH_Medio_Dorsal,0.726343629,0.467887121,0.585830966,0.056038628
Thalamus_LH_Ventral_Latero_Dorsal,1.595013221,0.111185886,0.178847048,0.123057942
Thalamus_LH_Central_Lateral_Lateral_Posterior_Medial_Pulvinar,6.620257413,7.73E-11,3.88E-09,0.510763948
Thalamus_LH_Ventral_Anterior,-4.1684102,3.48E-05,0.000180645,-0.321599829
Thalamus_LH_Ventral_Latero_Ventral,0.472799321,0.636510923,0.7302105,0.03647726
Thalamus_RH_Pulvinar,2.128718613,0.033669035,0.066683719,0.164234207
Thalamus_RH_Anterior,1.921842069,0.055055846,0.101572418,0.148273335
Thalamus_RH_Medio_Dorsal,6.08551651,2.01E-09,5.36E-08,0.469507792
Thalamus_RH_Ventral_Latero_Dorsal,3.804973076,0.000154845,0.000654112,0.293560046
Thalamus_RH_Central_Lateral_Lateral_Posterior_Medial_Pulvinar,4.697479717,3.20E-06,2.37E-05,0.362418428
Thalamus_RH_Ventral_Anterior,-6.046366873,2.47E-09,5.88E-08,-0.466487332
Thalamus_RH_Ventral_Latero_Ventral,0.640356091,0.522160062,0.639610699,0.049404545
Cerebellum_Region1,1.75223987,0.080190367,0.139407869,0.135188241
Cerebellum_Region2,1.778824029,0.075722098,0.132148217,0.137239253
Cerebellum_Region3,-0.885516461,0.376206054,0.494317257,-0.068319078
Cerebellum_Region4,-1.692747134,0.090968594,0.152854292,-0.130598277
Cerebellum_Region5,-3.03402056,0.002506556,0.006784212,-0.234079768
Cerebellum_Region6,-3.48773247,0.000519087,0.00173798,-0.269084402
Cerebellum_Region7,-2.315344847,0.020895264,0.044133921,-0.178632733
Cerebellum_Region8,-2.582756578,0.010014954,0.02286242,-0.199263996
Cerebellum_Region9,-2.472131674,0.013678305,0.030146469,-0.190729099
Cerebellum_Region10,-2.459522024,0.014163787,0.030927689,-0.189756244
