ROI_Label,t,p,p_fdr,Cohens_d
LH_SomMot_3,-3.27259787,0.001122084,0.003462418,-0.252486407
LH_SomMot_4,4.659621996,3.82E-06,2.79E-05,0.359497642
LH_SomMot_5,-2.584661539,0.009957787,0.022847308,-0.199410967
LH_SomMot_6,-1.413422139,0.157996089,0.241264298,-0.109047885
LH_SomMot_7,-0.501774935,0.615990774,0.712091636,-0.038712777
LH_SomMot_8,1.69452139,0.090631027,0.152854292,0.130735163
LH_SomMot_9,4.098945208,4.66E-05,0.000228538,0.316240488
LH_SomMot_10,1.452009027,0.146967446,0.229066502,0.112024929
LH_SomMot_11,1.403009215,0.16107738,0.245141333,0.108244511
LH_SomMot_12,3.388838549,0.000743237,0.002416857,0.26145457
LH_SomMot_13,0.323030453,0.746772999,0.809615531,0.024922341
LH_SomMot_14,3.056103146,0.00233149,0.006425813,0.235783477
LH_SomMot_15,-0.899066602,0.368940359,0.486183797,-0.069364494
LH_SomMot_16,3.665983937,0.000266441,0.0010382,0.282836801
LH_SomMot_17,2.739227063,0.006322639,0.015702378,0.211335956
LH_SomMot_18,2.556058824,0.010806095,0.024421775,0.19720422
LH_SomMot_19,-1.85457722,0.064103557,0.114449789,-0.143083739
LH_SomMot_20,-0.619409802,0.535857141,0.647622511,-0.047788504
LH_SomMot_21,-2.884815872,0.004043609,0.010326052,-0.222568377
LH_SomMot_22,0.231545641,0.816961659,0.864793138,0.017864134
LH_SomMot_23,3.631354724,0.000303476,0.001143092,0.280165099
LH_SomMot_24,5.991713859,3.41E-09,7.35E-08,0.46227076
LH_SomMot_25,-0.783231739,0.43376813,0.553850832,-0.060427641
LH_SomMot_26,4.699987682,3.16E-06,2.37E-05,0.362611922
LH_SomMot_27,-3.213799283,0.001372973,0.004003767,-0.247949998
LH_SomMot_28,0.071917685,0.942688888,0.958136764,0.00554857
LH_SomMot_29,0.394091528,0.693645072,0.7722354,0.030404821
LH_SomMot_30,0.55794,0.577071808,0.679261607,0.043046006
LH_SomMot_31,0.833668244,0.404765069,0.524222954,0.064318901
LH_SomMot_32,4.453429282,9.94E-06,6.22E-05,0.343589529
LH_SomMot_33,4.169180743,3.46E-05,0.000180645,0.321659278
LH_SomMot_34,-0.517570455,0.604931417,0.702902315,-0.039931428
LH_SomMot_35,4.076338179,5.13E-05,0.000246546,0.314496318
LH_SomMot_36,2.593221447,0.009715883,0.022520919,0.200071378
LH_SomMot_37,2.902737624,0.003821361,0.00987003,0.22395107
LH_DorsAttn_Post_1,-2.006448959,0.045218937,0.085518658,-0.154800898
LH_DorsAttn_Post_2,-2.470567616,0.01373932,0.030146469,-0.19060843
LH_DorsAttn_Post_3,-1.863457312,0.062835879,0.113154651,-0.143768853
LH_DorsAttn_Post_4,1.042679858,0.297538874,0.40386658,0.080444498
LH_DorsAttn_Post_5,2.779609829,0.005604639,0.014073871,0.214451554
LH_DorsAttn_Post_6,0.418785661,0.675507004,0.760832009,0.032310015
LH_DorsAttn_Post_7,3.8089246,0.000152852,0.000651784,0.293864913
LH_DorsAttn_Post_8,-1.478593418,0.139735873,0.22084131,-0.114075959
LH_DorsAttn_Post_9,-3.213844619,0.001372678,0.004003767,-0.247953496
LH_DorsAttn_Post_10,4.252643072,2.41E-05,0.000133022,0.328098536
LH_DorsAttn_Post_11,2.02683954,0.043081586,0.082863306,0.156374065
LH_DorsAttn_Post_12,4.450172016,1.01E-05,6.22E-05,0.343338225
LH_DorsAttn_Post_13,6.337297781,4.30E-10,1.49E-08,0.488933139
LH_DorsAttn_Post_14,3.271219718,0.001126052,0.003462418,0.25238008
LH_DorsAttn_Post_15,4.096893638,4.70E-05,0.000228538,0.316082206
LH_DorsAttn_Post_16,-2.51484674,0.012146374,0.027179014,-0.194024638
LH_DorsAttn_Post_17,3.775921631,0.000174124,0.000711774,0.291318678
LH_DorsAttn_FEF_1,0.061767932,0.950766338,0.959255323,0.004765499
LH_DorsAttn_FEF_2,1.259933382,0.208132538,0.302494878,0.097205971
LH_DorsAttn_FEF_3,5.676675218,2.05E-08,3.44E-07,0.437965001
LH_DorsAttn_FEF_4,-2.574156081,0.010265014,0.02331551,-0.198600453
LH_DorsAttn_PrCv_1,-2.717702039,0.006745229,0.016480235,-0.209675264
LH_DorsAttn_PrCv_2,-3.484799516,0.000524808,0.001744216,-0.26885812
LH_SalVentAttn_ParOper_1,-0.576829694,0.564248799,0.669397525,-0.044503377
LH_SalVentAttn_ParOper_2,-1.253734827,0.210378809,0.303805821,-0.096727742
LH_SalVentAttn_ParOper_3,0.636728997,0.524520871,0.640766037,0.049124709
LH_SalVentAttn_ParOper_4,-0.568674356,0.569767935,0.672415421,-0.043874179
LH_SalVentAttn_TempOcc_1,2.889721994,0.003980912,0.010223705,0.222946892
LH_SalVentAttn_FrOper_1,-4.137072017,3.97E-05,0.000199186,-0.319182036
LH_SalVentAttn_FrOper_2,0.587611824,0.556990888,0.662633422,0.045335236
LH_SalVentAttn_FrOper_3,-1.387583137,0.16572658,0.248865163,-0.107054363
LH_SalVentAttn_FrOper_4,-0.234044472,0.815022033,0.864765162,-0.018056923
LH_SalVentAttn_FrOper_5,5.226340202,2.35E-07,2.72E-06,0.403220901
LH_SalVentAttn_FrOper_6,0.367667698,0.713241943,0.787140179,0.028366179
LH_SalVentAttn_FrOper_7,-3.172949926,0.001578692,0.004487853,-0.244798401
LH_SalVentAttn_FrOper_8,5.174429139,3.03E-07,3.26E-06,0.399215875
LH_SalVentAttn_FrOper_9,-6.070764517,2.16E-09,5.43E-08,-0.468369651
LH_SalVentAttn_PFCl_1,-2.588311366,0.009854157,0.022724892,-0.199692557
LH_SalVentAttn_Med_1,0.425135224,0.670875388,0.759989161,0.032799895
LH_SalVentAttn_Med_2,5.31849649,1.43E-07,1.75E-06,0.410330913
LH_SalVentAttn_Med_3,3.15657503,0.001668578,0.004713732,0.243535051
LH_SalVentAttn_Med_4,2.342665136,0.019443247,0.041259849,0.180740539
LH_SalVentAttn_Med_5,4.849591074,1.54E-06,1.27E-05,0.374154074
LH_SalVentAttn_Med_6,-1.305492821,0.192204373,0.28298494,-0.100720958
LH_SalVentAttn_Med_7,-1.484133883,0.138244131,0.219250341,-0.114503415
LH_Limbic_OFC_1,4.277781426,2.16E-05,0.000122202,0.330038002
LH_Limbic_OFC_2,-4.577708906,5.60E-06,4.02E-05,-0.35317791
LH_Limbic_OFC_3,-0.930743525,0.352336608,0.465661248,-0.071808422
LH_Limbic_OFC_4,-5.928682849,4.96E-09,9.74E-08,-0.457407812
LH_Limbic_OFC_5,-3.584884638,0.000362713,0.00130116,-0.276579854
LH_Limbic_TempPole_1,-0.353061216,0.724153736,0.796392917,-0.027239264
LH_Limbic_TempPole_2,2.63509974,0.008605897,0.020050852,0.203302359
LH_Limbic_TempPole_3,0.783433289,0.433651279,0.553850832,0.06044319
LH_Limbic_TempPole_4,-3.364378613,0.000811208,0.002600468,-0.259567445
LH_Limbic_TempPole_5,-3.744117865,0.000196823,0.000794322,-0.288864965
LH_Limbic_TempPole_6,-5.820574577,9.09E-09,1.64E-07,-0.449067078
LH_Limbic_TempPole_7,-3.184967392,0.001514849,0.004361221,-0.245725569
LH_Limbic_TempPole_8,2.384847972,0.017363313,0.037551279,0.183995016
LH_Cont_Par_1,2.912405153,0.003706529,0.009628456,0.224696936
LH_Cont_Par_2,-1.712233543,0.087345091,0.150113997,-0.132101686
LH_Cont_Par_3,0.335979557,0.736993177,0.804915164,0.025921386
LH_Cont_Par_4,1.563742043,0.118351763,0.189028258,0.120645318
LH_Cont_Par_5,1.638565156,0.10177578,0.166074559,0.126418046
LH_Cont_Par_6,1.738008887,0.082668838,0.143165958,0.134090297
LH_Cont_Temp_1,4.922158632,1.08E-06,9.60E-06,0.379752783
LH_Cont_PFCl_1,5.386185349,9.97E-08,1.29E-06,0.415553221
LH_Cont_PFCl_2,6.343251012,4.14E-10,1.49E-08,0.48939244
LH_Cont_PFCl_3,-1.628851184,0.103814659,0.16879218,-0.125668597
LH_Cont_PFCl_4,-1.005750624,0.314899323,0.42235755,-0.077595345
LH_Cont_PFCl_5,-2.144558663,0.032347265,0.064409532,-0.165456293
LH_Cont_PFCl_6,-0.980141797,0.327370658,0.43649421,-0.075619581
LH_Cont_PFCl_7,-2.938513841,0.003412423,0.008915696,-0.226711265
LH_Cont_PFCl_8,1.835367481,0.066896111,0.118113446,0.141601675
LH_Cont_PFCl_9,-1.398460962,0.162446397,0.246395206,-0.107893606
LH_Cont_PFCv_1,0.618576977,0.536414937,0.647622511,0.04772425
LH_Cont_pCun_1,4.383186053,1.36E-05,8.07E-05,0.338170146
LH_Cont_pCun_2,6.939034278,9.42E-12,7.10E-10,0.535358117
LH_Cont_Cing_1,4.389671177,1.32E-05,7.95E-05,0.338670484
LH_Cont_Cing_2,6.116885811,1.63E-09,4.60E-08,0.471927986
LH_Cont_PFCmp_1,0.537007563,0.591440681,0.690778263,0.041431033
LH_Default_Temp_1,-5.875041596,6.66E-09,1.25E-07,-0.4532693
LH_Default_Temp_2,-4.373920256,1.42E-05,8.36E-05,-0.337455274
LH_Default_Temp_3,5.996633528,3.29E-09,7.35E-08,0.462650321
LH_Default_Temp_4,-2.976103065,0.003024713,0.007995148,-0.229611336
LH_Default_Temp_5,-1.92575098,0.054559194,0.10106867,-0.148574914
LH_Default_Temp_6,-4.925977039,1.08E-06,9.60E-06,-0.380047379
LH_Default_Temp_7,-3.396141017,0.000723902,0.00237104,-0.262017968
LH_Default_Temp_8,-1.368790365,0.171523572,0.256717398,-0.105604469
LH_Default_Temp_9,-0.67998874,0.496747072,0.615149798,-0.05246227
LH_Default_Temp_10,-5.197031768,2.70E-07,3.05E-06,-0.400959706
LH_Default_Temp_11,3.850411139,0.00012933,0.000562088,0.297065669
LH_Default_Temp_12,2.292058289,0.022221141,0.046285509,0.176836136
LH_Default_Temp_13,-3.120848595,0.001881976,0.00528356,-0.240778696
LH_Default_Temp_14,1.391362501,0.164582937,0.247971625,0.107345947
LH_Default_Temp_15,1.623784667,0.104892958,0.169934111,0.125277707
LH_Default_Temp_16,-0.29893398,0.765083959,0.821420307,-0.023063257
LH_Default_Temp_17,-0.601918685,0.547436127,0.656342518,-0.046439035
LH_Default_PFC_1,-3.175425825,0.001564778,0.004476454,-0.244989421
LH_Default_PFC_2,-6.277196474,6.28E-10,2.03E-08,-0.484296222
LH_Default_PFC_3,-2.6381157,0.008535113,0.020050852,-0.203535045
LH_Default_PFC_4,-0.213820254,0.830752728,0.875291918,-0.016496591
LH_Default_PFC_5,-4.50817246,7.78E-06,5.25E-05,-0.347813056
LH_Default_PFC_6,0.614496878,0.539095958,0.648062163,0.047409463
LH_Default_PFC_7,-1.696421921,0.090271288,0.152854292,-0.130881793
LH_Default_PFC_8,-2.096390359,0.036424076,0.070659581,-0.161740028
LH_Default_PFC_9,-0.048774946,0.961113218,0.965384833,-0.003763069
LH_Default_PFC_10,0.721532923,0.470833553,0.587891618,0.055667474
LH_Default_PFC_11,3.896712416,0.000107306,0.000485022,0.30063789
LH_Default_PFC_12,5.405855284,8.99E-08,1.23E-06,0.41707079
LH_Default_PFC_13,0.301845796,0.762863293,0.82098621,0.023287909
LH_Default_PFC_14,0.191049586,0.848545327,0.891959273,0.014739796
LH_Default_PFC_15,-0.135027423,0.892630976,0.92116256,-0.010417592
LH_Default_PFC_16,-0.852748649,0.394104075,0.513357469,-0.065790987
LH_Default_PFC_17,-4.927998723,1.05E-06,9.60E-06,-0.380203356
LH_Default_PFC_18,-0.146233216,0.88378149,0.916633748,-0.011282138
LH_Default_PFC_19,1.332616861,0.183116551,0.273163963,0.102813623
LH_Default_PFC_20,-3.9940039,7.22E-05,0.000336295,-0.308144091
LH_Default_PFC_21,-2.636182757,0.008580376,0.020050852,-0.203385915
LH_Default_PFC_22,-1.322211351,0.186550756,0.276462103,-0.10201082
LH_Default_PFC_23,1.231617813,0.218535394,0.312588601,0.095021377
LH_Default_PFC_24,1.25791601,0.208862271,0.302582521,0.097050327
LH_Default_PCC_1,0.093424478,0.925594328,0.948681715,0.007207855
LH_Default_PCC_2,-1.072939498,0.283684812,0.388562227,-0.082779079
LH_Default_PCC_3,3.774952631,0.000174794,0.000711774,0.291243918
LH_Default_PCC_4,3.344398421,0.00087065,0.002751983,0.25802594
LH_Default_PCC_5,1.975461417,0.048648126,0.091240468,0.152410157
LH_Default_PCC_6,4.333371194,1.69E-05,9.82E-05,0.334326846
LH_Default_PCC_7,4.048418177,5.79E-05,0.000272606,0.312342243
LH_Default_PCC_8,4.479265389,8.81E-06,5.69E-05,0.345582827
LH_Default_PCC_9,4.501665324,7.96E-06,5.27E-05,0.34731102
LH_Default_PCC_10,0.595011752,0.552037049,0.660107794,0.045906153
LH_Default_PCC_11,-0.646188692,0.518382213,0.636708588,-0.04985454
RH_Vis_1,1.947481252,0.051894913,0.096927689,0.150251441
RH_Vis_2,0.258595203,0.796027888,0.850601903,0.019951053
RH_Vis_3,-0.981962294,0.326474331,0.43649421,-0.075760036
RH_Vis_4,1.473681884,0.141041099,0.222127446,0.113697026
RH_Vis_5,-3.536718084,0.000434505,0.001510741,-0.272863724
RH_Vis_6,1.1708284,0.242088518,0.339826119,0.090331372
RH_Vis_7,2.223259657,0.026537332,0.054275448,0.171528206
RH_Vis_8,0.065730082,0.947612334,0.959255323,0.005071186
RH_Vis_9,1.684990257,0.092456489,0.153823269,0.129999821
RH_Vis_10,1.232299451,0.218269988,0.312588601,0.095073967
RH_Vis_11,-0.777301307,0.437255737,0.555149746,-0.059970098
RH_Vis_12,1.893742797,0.058694781,0.106120164,0.146105429
RH_Vis_13,1.213230612,0.225469936,0.318476284,0.093602774
RH_Vis_14,-1.443482097,0.149363808,0.232001516,-0.111367062
RH_Vis_15,1.019594254,0.308309901,0.417233758,0.078663404
RH_Vis_16,0.551608739,0.581406343,0.682586148,0.042557538
RH_Vis_17,-3.224892987,0.001321545,0.003929857,-0.248805896
RH_Vis_18,0.744901958,0.456592524,0.574874152,0.057470434
RH_Vis_19,0.683396417,0.494592746,0.614528096,0.052725178
RH_Vis_20,1.900513343,0.057798851,0.104920003,0.146627788
RH_Vis_21,-0.474899195,0.635013724,0.7302105,-0.036639268
RH_Vis_22,1.64807594,0.099809802,0.163456633,0.127151819
RH_Vis_23,1.433771009,0.152120023,0.234669796,0.110617835
RH_Vis_24,-3.373093856,0.000786387,0.002538906,-0.260239841
RH_Vis_25,-0.587479652,0.557081196,0.662633422,-0.045325039
RH_Vis_26,0.317488021,0.750972919,0.811872669,0.024494733
RH_Vis_27,-3.030548366,0.002535487,0.006821666,-0.233811883
RH_Vis_28,-1.68443771,0.092566215,0.153823269,-0.129957191
RH_Vis_29,-0.315347303,0.75259878,0.811872669,-0.024329573
RH_Vis_30,-0.162298375,0.871119969,0.90778665,-0.012521591
RH_SomMot_1,-2.297436073,0.021901649,0.045831229,-0.177251041
RH_SomMot_2,-0.451193782,0.651996058,0.744197521,-0.034810356
RH_SomMot_3,-0.542033903,0.587975886,0.688510624,-0.041818823
RH_SomMot_4,-1.810703119,0.070634917,0.124229503,-0.139698779
RH_SomMot_5,4.171817198,3.42E-05,0.000180645,0.321862685
RH_SomMot_6,-5.552149972,4.11E-08,6.20E-07,-0.42835767
RH_SomMot_7,0.06233465,0.950315228,0.959255323,0.004809223
RH_SomMot_8,-0.625505881,0.531854427,0.647622511,-0.048258826
RH_SomMot_9,3.19087212,0.001484669,0.004301732,0.246181129
RH_SomMot_10,2.103372678,0.03581461,0.070078805,0.162278725
RH_SomMot_11,1.579945521,0.114592585,0.183673222,0.121895443
RH_SomMot_12,7.275630905,9.68E-13,8.75E-11,0.561327111
RH_SomMot_13,3.777447682,0.000172737,0.000711774,0.291436416
RH_SomMot_14,1.84313111,0.065751429,0.116547631,0.142200652
RH_SomMot_15,3.309739503,0.000983897,0.003067045,0.255351946
RH_SomMot_16,3.593207982,0.000350626,0.001278087,0.277222014
RH_SomMot_17,1.799212474,0.072436564,0.126904367,0.138812256
RH_SomMot_18,3.234976879,0.001276425,0.003846295,0.249583885
RH_SomMot_19,0.728301816,0.466686058,0.585830966,0.056189705
RH_SomMot_20,3.225919862,0.001318471,0.003929857,0.248885121
RH_SomMot_21,3.040512795,0.002454405,0.00668308,0.234580655
RH_SomMot_22,-0.086469003,0.931119555,0.95017763,-0.006671228
RH_SomMot_23,-2.375069246,0.017833738,0.038384997,-0.18324057
RH_SomMot_24,3.238315045,0.001262138,0.003828768,0.24984143
RH_SomMot_25,2.208964012,0.0275148,0.055520937,0.170425273
RH_SomMot_26,4.938372562,9.96E-07,9.38E-06,0.381003715
RH_SomMot_27,1.85308463,0.064314704,0.114449789,0.142968583
RH_SomMot_28,-0.421198734,0.673745079,0.760832009,-0.032496188
RH_SomMot_29,2.181501456,0.029493336,0.059248835,0.168306491
RH_SomMot_30,5.69980234,1.81E-08,3.15E-07,0.439749298
RH_SomMot_31,2.847475435,0.004542508,0.011534909,0.219687499
RH_SomMot_32,5.352684546,1.19E-07,1.50E-06,0.412968578
RH_SomMot_33,2.210929313,0.027377792,0.055492206,0.1705769
RH_SomMot_34,7.438095556,3.26E-13,3.69E-11,0.573861531
RH_SomMot_35,4.86130653,1.46E-06,1.24E-05,0.375057941
RH_SomMot_36,-0.086294418,0.931258164,0.95017763,-0.006657759
RH_SomMot_37,3.569681714,0.00038417,0.001356601,0.275406923
RH_SomMot_38,3.619637902,0.000317259,0.001185131,0.279261127
RH_SomMot_39,3.795976126,0.000160441,0.000671474,0.292865916
RH_SomMot_40,4.183677442,3.26E-05,0.000175403,0.322777722
RH_DorsAttn_Post_1,-2.000982312,0.045797343,0.086251663,-0.154379137
RH_DorsAttn_Post_2,-2.351752793,0.0189768,0.040651724,-0.181441667
RH_DorsAttn_Post_3,-1.139513546,0.254896317,0.353414526,-0.087915379
RH_DorsAttn_Post_4,-0.247652247,0.804479623,0.857605636,-0.019106786
RH_DorsAttn_Post_5,3.730105741,0.000207776,0.000831103,0.287783906
RH_DorsAttn_Post_6,-2.511066994,0.01227935,0.027341214,-0.193733025
RH_DorsAttn_Post_7,0.81851893,0.413351968,0.533814542,0.063150106
RH_DorsAttn_Post_8,2.656521522,0.008083162,0.019331161,0.204955085
RH_DorsAttn_Post_9,1.009095688,0.313298461,0.421801155,0.077853423
RH_DorsAttn_Post_10,-0.622049745,0.53412194,0.647622511,-0.04799218
RH_DorsAttn_Post_11,-1.282264979,0.200210296,0.292864251,-0.098928891
RH_DorsAttn_Post_12,2.248666105,0.024860439,0.051076901,0.173488356
RH_DorsAttn_Post_13,1.158386247,0.247140081,0.344775668,0.089371439
RH_DorsAttn_Post_14,2.252171627,0.024634604,0.050844024,0.173758813
RH_DorsAttn_Post_15,6.569767193,1.02E-10,4.60E-09,0.506868543
RH_DorsAttn_Post_16,1.130589058,0.258633902,0.357500073,0.08722684
RH_DorsAttn_Post_17,1.288286346,0.198092719,0.290707497,0.099393449
RH_DorsAttn_Post_18,2.448891293,0.01458485,0.031694001,0.188936065
RH_DorsAttn_Post_19,-0.414893912,0.678352433,0.760832009,-0.03200976
RH_DorsAttn_FEF_1,0.023779132,0.981035869,0.983211114,0.0018346
RH_DorsAttn_FEF_2,6.755240832,3.14E-11,1.78E-09,0.521178145
RH_DorsAttn_FEF_3,-1.172105904,0.24157192,0.339826119,-0.090429934
RH_DorsAttn_PrCv_1,-0.179081392,0.857928039,0.89764693,-0.013816429
RH_SalVentAttn_TempOccPar_1,-3.591067432,0.000354292,0.001281121,-0.277056867
RH_SalVentAttn_TempOccPar_2,-2.057744756,0.040006532,0.077277575,-0.158758455
RH_SalVentAttn_TempOccPar_3,1.688393335,0.091801678,0.153682809,0.130262374
RH_SalVentAttn_TempOccPar_4,0.787002141,0.431566228,0.553850832,0.060718533
RH_SalVentAttn_TempOccPar_5,3.541667835,0.000425358,0.001490401,0.273245606
RH_SalVentAttn_TempOccPar_6,2.349980898,0.019070634,0.040660031,0.181304962
RH_SalVentAttn_TempOccPar_7,3.882916928,0.000113746,0.000509041,0.299573545
RH_SalVentAttn_PrC_1,-3.517676981,0.00046512,0.001592684,-0.271394671
RH_SalVentAttn_FrOper_1,0.238557238,0.811527873,0.863083762,0.018405091
RH_SalVentAttn_FrOper_2,-1.545031145,0.122815344,0.195466674,-0.119201741
RH_SalVentAttn_FrOper_3,0.331316248,0.740509966,0.806531337,0.025561603
RH_SalVentAttn_FrOper_4,3.358384175,0.000831625,0.002647143,0.259104964
RH_SalVentAttn_FrOper_5,4.566297574,5.94E-06,4.13E-05,0.352297506
RH_SalVentAttn_FrOper_6,-0.109228404,0.91305496,0.937956459,-0.008427154
RH_SalVentAttn_FrOper_7,4.726656946,2.78E-06,2.13E-05,0.3646695
RH_SalVentAttn_FrOper_8,-8.034643672,4.49E-15,6.77E-13,-0.619886217
RH_SalVentAttn_PFCl_1,-5.132705376,3.76E-07,3.77E-06,-0.395996817
RH_SalVentAttn_Med_1,0.483739415,0.628730191,0.724964404,0.037321306
RH_SalVentAttn_Med_2,3.852573013,0.000128245,0.000562088,0.297232461
RH_SalVentAttn_Med_3,4.114244029,4.37E-05,0.00021729,0.317420818
RH_SalVentAttn_Med_4,1.008556851,0.313551301,0.421801155,0.07781185
RH_SalVentAttn_Med_5,1.053107871,0.292699213,0.398494109,0.081249036
RH_SalVentAttn_Med_6,4.15485751,3.68E-05,0.000188868,0.320554216
RH_SalVentAttn_Med_7,1.32944724,0.18415418,0.273808189,0.102569081
RH_SalVentAttn_Med_8,-0.322830857,0.746924063,0.809615531,-0.024906941
RH_Limbic_OFC_1,5.154650203,3.39E-07,3.48E-06,0.397689897
RH_Limbic_OFC_2,-3.082160437,0.002139352,0.005932437,-0.23779384
RH_Limbic_OFC_3,-3.596288277,0.000346526,0.001273413,-0.277459664
RH_Limbic_OFC_4,4.940926023,9.85E-07,9.38E-06,0.381200719
RH_Limbic_OFC_5,-3.878908817,0.000115508,0.000511857,-0.299264312
RH_Limbic_OFC_6,-2.733754576,0.006434917,0.015807514,-0.210913745
RH_Limbic_TempPole_1,-0.071151576,0.943298362,0.958136764,-0.005489463
RH_Limbic_TempPole_2,-1.429587609,0.15330184,0.235688544,-0.110295079
RH_Limbic_TempPole_3,-2.680643012,0.007529243,0.018199026,-0.206816098
RH_Limbic_TempPole_4,-3.948607071,8.70E-05,0.000397213,-0.304641649
RH_Limbic_TempPole_5,-0.958866269,0.337980958,0.44799822,-0.073978139
RH_Limbic_TempPole_6,-5.458099927,6.85E-08,9.67E-07,-0.421101552
RH_Limbic_TempPole_7,1.91443801,0.055992629,0.10256019,0.147702099
RH_Cont_Par_1,3.01431659,0.002672874,0.007148753,0.232559574
RH_Cont_Par_2,3.640648633,0.000292964,0.001122203,0.28088214
RH_Cont_Par_3,1.914012019,0.05604506,0.10256019,0.147669233
RH_Cont_Par_4,1.695258568,0.090491021,0.152854292,0.130792038
RH_Cont_Par_5,4.499283035,8.04E-06,5.27E-05,0.347127222
RH_Cont_Par_6,1.417554062,0.156786123,0.24022823,0.10936667
RH_Cont_Temp_1,5.657572204,2.28E-08,3.67E-07,0.436491172
RH_Cont_Temp_2,5.301020242,1.57E-07,1.86E-06,0.408982591
RH_Cont_PFCv_1,-1.280025605,0.201018626,0.293098126,-0.098756119
RH_Cont_PFCl_1,6.23597752,7.95E-10,2.40E-08,0.481116111
RH_Cont_PFCl_2,4.322862894,1.78E-05,0.000101613,0.333516113
RH_Cont_PFCl_3,2.017830385,0.044007559,0.08357738,0.155678994
RH_Cont_PFCl_4,-1.220054797,0.22287863,0.31679604,-0.094129271
RH_Cont_PFCl_5,-0.335643224,0.737245305,0.804915164,-0.025895437
RH_Cont_PFCl_6,-1.673130995,0.094771167,0.156910503,-0.129084859
RH_Cont_PFCl_7,3.102256743,0.002001253,0.005583742,0.239344304
RH_Cont_PFCl_8,0.617223507,0.537297437,0.647622511,0.047619827
RH_Cont_PFCl_9,-0.344288709,0.730737286,0.801682654,-0.026562451
RH_Cont_PFCl_10,4.274256417,2.20E-05,0.000122744,0.329766042
RH_Cont_PFCl_11,-3.645223742,0.00028798,0.00111254,-0.281235117
RH_Cont_PFCl_12,-5.975454235,3.74E-09,7.69E-08,-0.461016303
RH_Cont_PFCl_13,-3.632193447,0.000302649,0.001143092,-0.280229808
RH_Cont_PFCl_14,-3.71845449,0.000217329,0.000861689,-0.286884992
RH_Cont_PFCl_15,0.114715197,0.908705314,0.935614583,0.00885047
RH_Cont_pCun_1,4.1439412,3.85E-05,0.000195605,0.319712005
RH_Cont_pCun_2,5.159273045,3.30E-07,3.47E-06,0.398046557
RH_Cont_Cing_1,5.613126457,2.91E-08,4.54E-07,0.433062108
RH_Cont_Cing_2,4.827296246,1.72E-06,1.36E-05,0.372433991
RH_Cont_PFCmp_1,3.981320437,7.64E-05,0.000352343,0.30716554
RH_Cont_PFCmp_2,0.40406235,0.686295987,0.765940213,0.031174087
RH_Default_Par_1,2.73379762,0.006426207,0.015807514,0.210917065
RH_Default_Par_2,2.537742967,0.011397776,0.02563082,0.195791121
RH_Default_Par_3,2.127004292,0.03378445,0.066683719,0.164101944
RH_Default_Par_4,4.0721282,5.22E-05,0.000248345,0.314171511
RH_Default_Par_5,-1.4525471,0.146843569,0.229066502,-0.112066442
RH_Default_Temp_1,-3.675593265,0.000256306,0.001007394,-0.283578177
RH_Default_Temp_2,-3.264690935,0.001151829,0.003517749,-0.251876374
RH_Default_Temp_3,-3.512169585,0.0004748,0.001613607,-0.270969766
