ROI_Label,t,p,p_fdr,Cohens_d
RH_Cont_PFCmp_1,-2.021598374,0.043695159,0.086623736,-0.169350876
RH_Cont_PFCmp_2,2.442101898,0.014905987,0.037430589,0.204576785
RH_Default_Par_1,-1.674518891,0.094645093,0.168871243,-0.140275756
RH_Default_Par_2,-1.58645231,0.113263857,0.193921453,-0.13289835
RH_Default_Par_3,-2.878617913,0.004147043,0.012927335,-0.241144073
RH_Default_Par_4,-3.15734752,0.001677041,0.006064182,-0.26449347
RH_Default_Par_5,-2.594166627,0.009726926,0.02571094,-0.217315366
RH_Default_Temp_1,4.221011119,2.83E-05,0.000246124,0.353597401
RH_Default_Temp_2,4.012510575,6.83E-05,0.000453856,0.336131147
RH_Default_Temp_3,4.556814472,6.38E-06,9.01E-05,0.38172791
RH_Default_Temp_4,2.689176987,0.00738017,0.019856171,0.225274458
RH_Default_Temp_5,-3.384603592,0.000762354,0.003132582,-0.283530889
RH_Default_Temp_6,4.047666976,5.89E-05,0.000412838,0.339076226
RH_Default_Temp_7,1.529331383,0.12673905,0.21061048,0.128113285
RH_Default_Temp_8,-0.266799957,0.789720722,0.868500648,-0.022350041
RH_Default_PFCv_1,1.746793399,0.081230049,0.146863928,0.146330248
RH_Default_PFCv_2,4.488431049,8.70E-06,0.000115708,0.375999377
RH_Default_PFCv_3,2.084650279,0.037547713,0.077143484,0.174632783
RH_Default_PFCv_4,-0.716529579,0.47396269,0.595086489,-0.060024243
RH_Default_PFCm_1,2.765052858,0.005876955,0.0170281,0.231630639
RH_Default_PFCm_2,-0.706310479,0.48028503,0.599692911,-0.059168181
RH_Default_PFCm_3,0.679475785,0.497113615,0.617294929,0.056920218
RH_Default_PFCm_4,2.174092995,0.030110631,0.066329105,0.18212547
RH_Default_PFCm_5,0.420970411,0.673940269,0.779081846,0.03526502
RH_Default_PFCm_6,-3.349007874,0.00086737,0.003409142,-0.280549007
RH_Default_PFCm_7,-0.254831419,0.798945884,0.870177204,-0.021347427
RH_Default_PFCm_8,3.801764328,0.00015929,0.00086369,0.318476769
RH_Default_PFCm_9,-0.0275654,0.97801856,0.985351745,-0.002309175
RH_Default_PFCm_10,0.629881085,0.529026628,0.648021777,0.052765631
RH_Default_PFCm_11,0.068615149,0.945320238,0.965119326,0.005747945
RH_Default_PFCm_12,3.979690331,7.82E-05,0.000512316,0.33338177
RH_Default_PFCm_13,2.157082377,0.031420654,0.068279498,0.180700477
RH_Default_PCC_1,4.324097981,1.82E-05,0.000182588,0.362233068
RH_Default_PCC_2,-5.853526384,8.84E-09,4.99E-07,-0.490354481
RH_Default_PCC_3,-0.502694511,0.615379039,0.722470975,-0.042111112
RH_Default_PCC_4,-3.859104236,0.000130193,0.000744904,-0.323280178
RH_Default_PCC_5,0.384945065,0.700422696,0.79947237,0.032247149
RH_Default_PCC_6,-0.990246924,0.322478541,0.452671741,-0.082953759
RH_Default_PCC_7,0.524104103,0.600411199,0.712568933,0.04390461
RH_Default_PCC_8,-2.899567428,0.003941704,0.012372569,-0.24289903
RH_Default_PCC_9,-3.829598765,0.000143065,0.000798339,-0.320808482
CIT168Subcortical_Pu_rh,4.820537096,1.87E-06,3.51E-05,0.403820161
CIT168Subcortical_Ca_rh,-3.299000609,0.001031932,0.003886943,-0.27635986
CIT168Subcortical_NAC_rh,4.695600673,3.34E-06,4.87E-05,0.393354139
CIT168Subcortical_EXA_rh,0.883169495,0.377525496,0.501886836,0.073983799
CIT168Subcortical_GPe_rh,-4.969790953,8.90E-07,2.12E-05,-0.416323273
CIT168Subcortical_GPi_rh,-7.467821791,3.39E-13,7.66E-11,-0.625585269
CIT168Subcortical_SNc_CIT168Subcortical_PBP_CIT168Subcortical_VTA_rh,-1.271084648,0.204225849,0.31338514,-0.106479755
CIT168Subcortical_RN_rh,-3.531206614,0.000447652,0.002023387,-0.295811938
CIT168Subcortical_SNr_rh,0.262841538,0.79277657,0.869593773,0.022018441
CIT168Subcortical_VeP_rh,2.102007509,0.035992741,0.075668461,0.176086812
CIT168Subcortical_HN_rh,-1.165504806,0.244331273,0.368125785,-0.097635249
CIT168Subcortical_HTH_rh,-6.204918919,1.12E-09,1.01E-07,-0.519790908
CIT168Subcortical_MN_rh,-3.786965858,0.000169993,0.000903964,-0.31723709
CIT168Subcortical_STH_rh,-2.949781398,0.003317942,0.01078928,-0.247105493
CIT168Subcortical_Pu_lh,3.525406638,0.000457872,0.00204909,0.29532607
CIT168Subcortical_Ca_lh,-4.713927043,3.09E-06,4.87E-05,-0.394889353
CIT168Subcortical_NAC_lh,4.118783316,4.38E-05,0.000329669,0.345033698
CIT168Subcortical_EXA_lh,0.832347763,0.405577471,0.532909932,0.069726423
CIT168Subcortical_GPe_lh,-4.879882919,1.38E-06,2.84E-05,-0.408791606
CIT168Subcortical_GPi_lh,-4.131789167,4.14E-05,0.000320446,-0.346123208
CIT168Subcortical_SNc_CIT168Subcortical_PBP_CIT168Subcortical_VTA_lh,-2.181024819,0.029591143,0.065564689,-0.182706154
CIT168Subcortical_RN_lh,-3.764436084,0.000184782,0.000971182,-0.315349753
CIT168Subcortical_SNr_lh,-1.242908455,0.21443816,0.326966273,-0.104119413
CIT168Subcortical_VeP_lh,1.587006579,0.113070179,0.193921453,0.132944782
CIT168Subcortical_HN_lh,-0.287587759,0.773767588,0.859319286,-0.024091451
CIT168Subcortical_HTH_lh,-5.33140635,1.47E-07,4.76E-06,-0.446616077
CIT168Subcortical_MN_lh,-3.620517787,0.000322818,0.001552274,-0.303293605
CIT168Subcortical_STH_lh,-3.330493092,0.000923466,0.003598331,-0.27899801
Thalamus_LH_Pulvinar,-1.041198568,0.298233522,0.426587189,-0.087222018
Thalamus_LH_Anterior,-1.9182624,0.05560482,0.107407602,-0.160694341
Thalamus_LH_Medio_Dorsal,-0.817476253,0.414002077,0.53927648,-0.068480625
Thalamus_LH_Ventral_Latero_Dorsal,-3.636757537,0.000302167,0.001517549,-0.304654022
Thalamus_LH_Central_Lateral_Lateral_Posterior_Medial_Pulvinar,-4.15674154,3.82E-05,0.000313683,-0.348213488
Thalamus_LH_Ventral_Anterior,4.370507921,1.49E-05,0.000168094,0.366120865
Thalamus_LH_Ventral_Latero_Ventral,-3.977188591,7.93E-05,0.000512316,-0.333172197
Thalamus_RH_Pulvinar,-3.199676409,0.001475609,0.005467011,-0.268039394
Thalamus_RH_Anterior,-1.103107208,0.270459647,0.398302355,-0.092408153
Thalamus_RH_Medio_Dorsal,-5.055496534,5.81E-07,1.54E-05,-0.423502896
Thalamus_RH_Ventral_Latero_Dorsal,-3.913585112,0.000102235,0.000600135,-0.327844084
Thalamus_RH_Central_Lateral_Lateral_Posterior_Medial_Pulvinar,-2.756923582,0.006023018,0.017165307,-0.230949643
Thalamus_RH_Ventral_Anterior,3.179000018,0.001561783,0.005739234,0.266307316
Thalamus_RH_Ventral_Latero_Ventral,-2.251333037,0.02474697,0.056248314,-0.188595928
Cerebellum_Region1,-2.115626905,0.034813354,0.074522636,-0.17722772
Cerebellum_Region2,-2.310489339,0.021220912,0.050219121,-0.193551498
Cerebellum_Region3,-1.865088649,0.062684617,0.117566169,-0.156239934
Cerebellum_Region4,0.460032575,0.645669246,0.750237787,0.038537288
Cerebellum_Region5,2.210054006,0.027499387,0.061690533,0.185137952
Cerebellum_Region6,3.361501438,0.000827421,0.003312897,0.281595603
Cerebellum_Region7,0.615534773,0.538453794,0.657786797,0.051563829
Cerebellum_Region8,0.080845682,0.935593271,0.963298767,0.006772506
Cerebellum_Region9,1.019203929,0.308541556,0.437181139,0.08537951
Cerebellum_Region10,2.346899651,0.019277578,0.046846588,0.196601618
