sub_id,mat_path,schaefer400,schaefer200,mean_fd
sub-NDARINV5E97AP49_ses-baselineYear1Arm1,/ibmgpfs/cuizaixu_lab/xuxiaoyu/ABCD/processed/qsiPrep/SC_matrix/baselineYear1Arm1/SIEMENS/site11/sub-NDARINV5E97AP49_ses-baselineYear1Arm1_space-T1w_desc-preproc_msmtconnectome.mat,-345.553549045082,-184.459462228576,0.4783887414
sub-NDARINV5H1AW18P_ses-baselineYear1Arm1,/ibmgpfs/cuizaixu_lab/xuxiaoyu/ABCD/processed/qsiPrep/SC_matrix/baselineYear1Arm1/SIEMENS/site11/sub-NDARINV5H1AW18P_ses-baselineYear1Arm1_space-T1w_desc-preproc_msmtconnectome.mat,-354.629085849732,-188.090743627905,0.5704658872
sub-NDARINV5LKTCB6L_ses-baselineYear1Arm1,/ibmgpfs/cuizaixu_lab/xuxiaoyu/ABCD/processed/qsiPrep/SC_matrix/baselineYear1Arm1/SIEMENS/site11/sub-NDARINV5LKTCB6L_ses-baselineYear1Arm1_space-T1w_desc-preproc_msmtconnectome.mat,-338.8054001424,-175.776746007248,0.4210537214
sub-NDARINV5PWUMKR0_ses-baselineYear1Arm1,/ibmgpfs/cuizaixu_lab/xuxiaoyu/ABCD/processed/qsiPrep/SC_matrix/baselineYear1Arm1/SIEMENS/site11/sub-NDARINV5PWUMKR0_ses-baselineYear1Arm1_space-T1w_desc-preproc_msmtconnectome.mat,-333.771102137258,-178.175724352333,0.3816536403
sub-NDARINV5WLH822H_ses-baselineYear1Arm1,/ibmgpfs/cuizaixu_lab/xuxiaoyu/ABCD/processed/qsiPrep/SC_matrix/baselineYear1Arm1/SIEMENS/site11/sub-NDARINV5WLH822H_ses-baselineYear1Arm1_space-T1w_desc-preproc_msmtconnectome.mat,-346.989829524157,-179.613032454266,0.3233403843
sub-NDARINV60JX28L4_ses-baselineYear1Arm1,/ibmgpfs/cuizaixu_lab/xuxiaoyu/ABCD/processed/qsiPrep/SC_matrix/baselineYear1Arm1/SIEMENS/site11/sub-NDARINV60JX28L4_ses-baselineYear1Arm1_space-T1w_desc-preproc_msmtconnectome.mat,-346.059938947351,-175.364613470961,0.4361031505
sub-NDARINV61VV3W6U_ses-baselineYear1Arm1,/ibmgpfs/cuizaixu_lab/xuxiaoyu/ABCD/processed/qsiPrep/SC_matrix/baselineYear1Arm1/SIEMENS/site11/sub-NDARINV61VV3W6U_ses-baselineYear1Arm1_space-T1w_desc-preproc_msmtconnectome.mat,-314.583256437055,-166.377505325433,0.4136141846
sub-NDARINV6HTXA830_ses-baselineYear1Arm1,/ibmgpfs/cuizaixu_lab/xuxiaoyu/ABCD/processed/qsiPrep/SC_matrix/baselineYear1Arm1/SIEMENS/site11/sub-NDARINV6HTXA830_ses-baselineYear1Arm1_space-T1w_desc-preproc_msmtconnectome.mat,-329.351463361371,-175.536002553973,0.3869990064
sub-NDARINV6HVN64HM_ses-baselineYear1Arm1,/ibmgpfs/cuizaixu_lab/xuxiaoyu/ABCD/processed/qsiPrep/SC_matrix/baselineYear1Arm1/SIEMENS/site11/sub-NDARINV6HVN64HM_ses-baselineYear1Arm1_space-T1w_desc-preproc_msmtconnectome.mat,-338.906979728586,-172.976800142354,0.4043371248
sub-NDARINV6NYCB4Y6_ses-baselineYear1Arm1,/ibmgpfs/cuizaixu_lab/xuxiaoyu/ABCD/processed/qsiPrep/SC_matrix/baselineYear1Arm1/SIEMENS/site11/sub-NDARINV6NYCB4Y6_ses-baselineYear1Arm1_space-T1w_desc-preproc_msmtconnectome.mat,-345.029844122508,-180.31245063206,0.4362171487
